code,name,time,price,quote_price,amount,route,trend,position_60d_pct,return_5d_pct,day_change_pct,above_vwap,vwap,sector_alignment,market,intraday_return_pct,ep_pnl,ep_return_pct,closed,reason,evidence_path
601319,中国人保,2026-09-02 09:33:28,7.98,7.89,79002.0,strong_continuation,bull,95.8,11.41,-0.25,True,7.89,neutral,weak,-0.7518796992481258,-1708.35,-2.1624136097820306,True,AI信号 strong | 按strong_continuation路线买入10100股，计划资金79689元。buy_eligible=true、setup_stage=actionable，日线多头并站上三条均线，连续两次生命周期观察保持可行动且改善；上半年利润增长38.50%为09:30样本不足下的独立公司确认，available实时主力和大单分别净入约216万及298万元。 | 风险:市场为weak、60日位置95.8%，保险板块轮动中性且完整半小时样本尚未形成；若突破失败、持续不能收回VWAP或平台，或相对板块明显转弱，strong_continuation失效。,/home/admin/stock-agent/data/agent_runs/20260902-093016-trading-simulated-2026-09-02_09_30_02/attempt-1/codex-events.jsonl
301208,中亦科技,2026-09-02 10:33:12,31.51,31.49,88228.0,strong_continuation,bull,92.2,6.43,-1.47,True,31.39,neutral,weak,0.0,529.96,0.600670988801741,True,AI信号 strong | 按strong_continuation买入2800股，计划资金90000元。buy_eligible=true、actionable，日线多头并站上三条均线，现价高于VWAP，完整半小时上涨0.29%、最近15分钟上涨0.48%；连续中标构成strong公司增量逻辑，半年度营收增长74.71%，满足弱市提高确认要求。 | 风险:市场为weak、60日位置92.2%，板块中性且实时主力和大单净流出；若跌回突破平台、持续不能收回VWAP，或相对板块明显转弱，则strong_continuation失效。,/home/admin/stock-agent/data/agent_runs/20260902-103019-trading-simulated-2026-09-02_10_30_02/attempt-1/codex-events.jsonl
600862,中航高科,2026-09-02 11:03:25,18.34,18.27,69692.0,early_start,partial_bull,23.5,3.27,1.44,True,18.12,watch,weak,-1.0905125408942173,-718.72,-1.0312804913045974,True,AI信号 medium | 按early_start买入3800股，计划资金70000元。日线处于60日中低位并重新站上MA5、MA10、MA20；弱市中现涨1.44%、站上VWAP且距高点仅回撤0.38%，完整半小时上涨1.00%、量额比约3.8并形成volume_price_up，实时主力和大单净流入，短趋势转向与二次增强共同确认。 | 风险:尚未突破18.66元平台，MA10仍低于MA20，PEEK材料轮动为laggard，且与中航西飞形成军工装备重复；若放量跌回VWAP并持续不能收回，或下破17.85元形成新低，early_start失效。,/home/admin/stock-agent/data/agent_runs/20260902-110012-trading-simulated-2026-09-02_11_00_02/attempt-1/codex-events.jsonl
603856,东宏股份,2026-09-02 13:33:42,11.77,11.8,78859.0,early_start,bull,29.7,3.42,0.17,True,11.66,watch,weak,0.0,-126.17999999999999,-0.16000710128203502,True,AI信号 medium | 按early_start买入6700股、计划资金80000元。60日位置29.7%，低点保持、波动收敛，MA5和MA10转升且现价站上三均线；完整半小时上涨1.46%、量能比4.42并形成volume_price_up，现价高于11.66元VWAP且处日内高点。累计回购1.50%及控股股东取得增持专项贷款构成strong公司增量逻辑，满足弱市提高确认要求。 | 风险:生命周期仍为warming、60日收益-4.46%，板块对齐仅watch且实时大单净流出；若放量跌回VWAP并持续不能收回、失守短均线或低点重新下移，则early_start失效。,/home/admin/stock-agent/data/agent_runs/20260902-133014-trading-simulated-2026-09-02_13_30_02/attempt-1/codex-events.jsonl
300619,金银河,2026-09-03 09:33:15,27.31,27.43,87392.0,early_start,partial_bull,29.0,6.03,0.59,True,27.43,watch,neutral,-0.768949102892702,-1034.67,-1.1839413218601247,True,AI信号 medium | 按early_start买入：60日位置29.0%，近期低点保持，MA5与MA10转升并站上三条均线，量比2.10、5日收益转正至6.03%；现涨0.59%、处于VWAP及日内高点，实时主力和大单均净入27万元。半年报营收增长44.35%、利润增长135.57%提供独立公司增量确认。计划资金9万元、买入3200股，持仓数由11增至12。 | 风险:20日和60日收益仍为-1.55%和-27.47%，对应相对强度19和9.5分位，板块对齐仅watch且资产负债率70.72%；若重新放量创新低、跌破短均线并持续不能收回VWAP，或业绩增长质量被证伪，低位启动失效。,/home/admin/stock-agent/data/agent_runs/20260903-093017-trading-simulated-2026-09-03_09_30_02/attempt-1/codex-events.jsonl
603269,海鸥股份,2026-09-03 10:03:49,28.16,28.55,84480.0,strong_continuation,bull,99.6,49.54,4.16,True,27.67,neutral,neutral,-0.42613636363636465,-1603.25,-1.8977864583333333,True,AI信号 strong | 按strong_continuation买入2900股、计划资金85000元。日线多头并站上三条均线，量比2.27，现价保持在27.67元VWAP上方且距高点仅0.94%，最近15分钟上涨4.20%；实时主力和大单均净流入，液冷与半导体扩产订单、半年报营收增长2.73%和利润增长12.75%提供独立公司增量确认。 | 风险:60日位置99.6%，5日和20日涨幅达49.54%和118.23%，且尚无完整半小时样本；若出现放量滞涨、长上影、跌回突破位并持续不能收回VWAP，或相对板块明显转弱，strong_continuation失效。,/home/admin/stock-agent/data/agent_runs/20260903-100015-trading-simulated-2026-09-03_10_00_02/attempt-1/codex-events.jsonl
600186,莲花控股,2026-09-03 10:33:34,12.35,12.21,88920.0,early_start,bull,50.1,4.49,2.95,True,12.05,neutral,neutral,0.24291497975710286,-2443.28,-2.7477282950967163,True,AI信号 strong | 按early_start计划投入9万元、买入7300股。60日中位，低点保持、波动收敛、MA5上行且日线多头；现涨2.95%、位于日内高点并高于12.05元VWAP，完整半小时上涨2.94%、量能比0.80，实时主力与大单大额净流入，经营增长提供独立确认。 | 风险:MA10尚未确认上行且生命周期仅首次观察；若放量跌破VWAP和短均线、低点重新下移，或算力转型与经营增长不能持续确认，early_start失效。,/home/admin/stock-agent/data/agent_runs/20260903-103020-trading-simulated-2026-09-03_10_30_03/attempt-1/codex-events.jsonl
002837,英维克,2026-09-03 14:03:15,70.33,69.35,84396.0,strong_continuation,bull,45.7,6.7,4.71,True,66.99,watch,neutral,-2.616237736385618,-5791.67,-6.8624934831034645,True,AI信号 strong | 按strong_continuation计划投入85000元。日线多头并站上MA5/MA10/MA20，20日上涨26.56%、相对强度95.8分位；现价贴近日内高点并高于VWAP，完整半小时量价齐升，实时主力净入2.14亿元，满足中性市场下的提高确认要求。 | 风险:板块对齐仅watch且缺少可靠公司增量事实；若回落并持续不能收回VWAP及MA5附近支撑，冲击20日平台失败，或相对板块明显转弱，则strong_continuation失效。,/home/admin/stock-agent/data/agent_runs/20260903-140020-trading-simulated-2026-09-03_14_00_02/attempt-1/codex-events.jsonl
600026,中远海能,2026-09-04 09:33:10,20.37,20.49,89628.0,strong_continuation,bull,69.9,9.24,0.79,False,20.5,watch,neutral,-0.14727540500737435,-2164.77,-2.4152831704378097,True,AI信号 strong | 按strong_continuation买入。buy_eligible=true、setup_stage=actionable，日线多头并站上三均线，5日/20日/60日收益为9.24%/16.44%/20.94%，上涨日量能占优且接近或突破20日平台；可靠业绩增量满足09:30无完整半小时样本时的独立确认要求。计划资金90000元，按现价20.49元买入4 | 风险:现价20.49元略低于20.50元VWAP，航运未进入明确领先板块且实时主力净流出1006万元；若跌回突破平台并持续一个完整观察区间不能收回VWAP，或相对板块明显转弱，则strong_continuation失效。,/home/admin/stock-agent/data/agent_runs/20260904-093016-trading-simulated-2026-09-04_09_30_02/attempt-1/codex-events.jsonl
300624,万兴科技,2026-09-04 10:04:23,58.08,58.0,81312.0,strong_continuation,partial_bull,61.7,15.21,7.37,True,56.88,positive,strong,-4.631542699724511,-4184.82,-5.146620425029515,True,AI信号 strong | 按strong_continuation买入。正式盘中晋升为actionable且buy_eligible=true；市场为strong，价格站上三条均线和VWAP，最近5日上涨15.21%、盘中保持接近高点，AI视频与AIGC加速形成独立板块同向确认，实时资金流available且主力、大单均大额净流入。清仓英维克后买入1500股，计划资金8.70万元，持 | 风险:尚无完整半小时样本，20日收益和相对强度仍为-3.19%及8.7分位，且尚未突破59.50元平台；若冲击平台失败并持续一个完整观察区间不能收回56.88元VWAP，或相对AI视频/AIGC板块明显转弱，strong_continuation失效。,/home/admin/stock-agent/data/agent_runs/20260904-100021-trading-simulated-2026-09-04_10_00_02/attempt-1/codex-events.jsonl
300866,安克创新,2026-09-04 10:33:55,137.29,137.3,82374.0,strong_continuation,bull,94.8,8.68,0.1,True,136.22,watch,neutral,-1.0051715347075496,-5962.21,-7.237975574817297,True,AI信号 strong | 按strong_continuation买入600股，计划资金8.50万元。多周期趋势同向并站上MA5/MA10/MA20，现价保持在VWAP上方且接近日内高点，20日和60日相对强度83.3及95.8分位；上半年营收和利润分别增长约29%和46%，充电储能业务放量提供独立公司增量确认。 | 风险:60日位置94.8%，板块对齐仅watch且实时大单净流出1726万元；若创新高失败、持续不能收回VWAP或突破平台，或相对板块明显转弱，strong_continuation失效。,/home/admin/stock-agent/data/agent_runs/20260904-103010-trading-simulated-2026-09-04_10_30_02/attempt-1/codex-events.jsonl
300803,指南针,2026-09-04 14:03:37,88.71,88.72,79839.0,strong_continuation,bull,34.7,-2.05,3.57,True,88.68,watch,neutral,-0.6989065494307223,-2842.21,-3.5599268527912424,True,AI信号 medium | 按strong_continuation计划投入8.50万元、买入900股。日线多头并站上MA5/MA10/MA20，现涨3.57%、高于88.68元VWAP，最近半小时上涨0.58%、最近5分钟上涨0.37%，距高点回撤1.81%；实时主力净流入3.04亿元、大单净流入2.74亿元，当前价格保持和承接仍有效。账户仅10只持仓，无需替换。 | 风险:市场为neutral，板块alignment仅watch且AI应用为laggard，现价略低于88.81元前平台；若跌回平台后持续不能收回VWAP，或相对板块明显转弱，则strong_continuation失效。,/home/admin/stock-agent/data/agent_runs/20260904-140016-trading-simulated-2026-09-04_14_00_03/attempt-1/codex-events.jsonl
000400,许继电气,2026-09-04 14:33:34,21.96,22.06,83448.0,early_start,bear,29.4,-4.63,4.95,True,21.77,watch,neutral,-0.18214936247722413,-626.87,-0.7512103345796184,True,AI信号 medium | 按early_start计划投入8.50万元、买入3800股。最新盘中晋升为actionable且buy_eligible=true；60日位置29.4%，前期回落后波动收敛，现价22.06元已回到MA5、MA10、MA20区域上方并高于21.77元VWAP，最近完整半小时上涨0.82%、量能比3.24，实时主力和大单分别净流入1.15亿元和1.00亿元，低 | 风险:市场为neutral，板块alignment仅watch且匹配轮动为laggard，没有可靠公司增量消息；若重新放量下破21.07元日内低点，或持续失守VWAP及约22元均线区域，则early_start结构改善被证伪。,/home/admin/stock-agent/data/agent_runs/20260904-143014-trading-simulated-2026-09-04_14_30_02/attempt-1/codex-events.jsonl
600150,中国船舶,2026-09-07 09:32:25,38.7,37.74,81270.0,strong_continuation,bull,86.7,7.73,0.72,False,37.74,watch,neutral,-0.8268733850129162,4427.62,5.44803740617694,False,AI信号 strong | 按strong_continuation买入约8.30万元：日线多头，9月4日3.47倍量突破20日平台并高位收盘；新增LNG船订单和半年报高增长共同确认。 | 风险:09:30尚无完整半小时，开盘主力净出且板块仅watch；若持续失守VWAP/20日平台、首次回踩无承接或相对中船系转弱，立即判定失效。,/home/admin/stock-agent/data/agent_runs/20260907-093011-trading-simulated-2026-09-07_09_30_01/attempt-1/codex-events.jsonl
300308,中际旭创,2026-09-07 10:02:56,858.02,861.01,85802.0,early_start,bear,0.2,-5.17,5.78,True,851.61,watch,neutral,4.713176849024503,3182.26,3.708841285750915,False,AI信号 strong | 按early_start买入约9万元：低位收敛后竞价高开3.02%、匹配额3.83亿元，量速约20日均值247%，站上VWAP且主力大单净入约28.84/26.69亿元，多类独立确认。 | 风险:日线仍偏空且未收复MA20约886元；若持续失守851.61元VWAP与838.61元竞价价，或放量跌破836.13元，结构失效。,/home/admin/stock-agent/data/agent_runs/20260907-100013-trading-simulated-2026-09-07_10_00_02/attempt-1/codex-events.jsonl
002281,光迅科技,2026-09-07 11:03:33,180.0,180.06,72000.0,early_start,neutral,12.1,-3.4,7.37,True,177.48,watch,neutral,2.4833333333333263,1135.17,1.5766250000000002,True,AI信号 medium | early_start盘中确认：低位收敛、MA5上穿MA10，现价收复MA20并站上177.48元VWAP，半小时上涨且主力、大单大额净入；计划约7.5万元。 | 风险:板块仍滞后且与中际旭创逻辑重叠；若持续失守VWAP和173.10元低点，或放量创新低、相对板块衰减，资格失效。,/home/admin/stock-agent/data/agent_runs/20260907-110009-trading-simulated-2026-09-07_11_00_02/attempt-1/codex-events.jsonl
000672,上峰材料,2026-09-07 13:32:25,15.1,15.1,84560.0,early_start,bull,19.5,3.47,1.41,True,15.0,watch,strong,-0.46357615894040416,-1169.95,-1.383573793755913,True,AI信号 medium | 按early_start买入5600股：低位多头与短均线改善，利润高增及参股IPO为独立逻辑；现站上15元VWAP、半小时上涨且实时资金净入。 | 风险:次日除权会机械调价且营收下降；须按复权结构验证，若放量破近期低点、持续失守VWAP或均线改善消失则失效。,/home/admin/stock-agent/data/agent_runs/20260907-133013-trading-simulated-2026-09-07_13_30_02/attempt-1/codex-events.jsonl
